DIETARY,MICROBE,EVIDENCE,QUESTIONS,RELATION
water,Streptococcus,"In addition, water treatment with the CS/GO/ZnO cryogel decreased turbidity (0.58 NTU), total coliform (2 CFU/100 ml), fecal coliform (1 CFU/100 ml), fecal Streptococcus (2 CFU/100 ml), and heterotrophic plate counts (53 CFU/1 ml) not only in comparison with the chlorine-treated samples (1.69 NTU, 4 CFU/100 ml, 6 CFU/100 ml, 57 CFU/100 ml, and 140 CFU/1 ml, respectively) but also with the raw water samples (6.9 NTU, 10800 CFU/100 ml, 660 CFU/100 ml, 800 CFU/100 ml, and 4400 CFU/1 ml, respectively).",What is the relation between water and Streptococcus?,negative
milk,Listeria monocytogenes,The minimum effective concentrations of postbiotics were found to be much greater in ground beef and milk in the Listeria monocytogenes-inoculated model than with other bacteria (P<0.05).,What is the relation between milk and Listeria monocytogenes?,negative
milk,Listeria,The minimum effective concentrations of postbiotics were found to be much greater in ground beef and milk in the Listeria monocytogenes-inoculated model than with other bacteria (P<0.05).,What is the relation between milk and Listeria?,negative
beef,Listeria monocytogenes,The minimum effective concentrations of postbiotics were found to be much greater in ground beef and milk in the Listeria monocytogenes-inoculated model than with other bacteria (P<0.05).,What is the relation between beef and Listeria monocytogenes?,negative
beef,Listeria,The minimum effective concentrations of postbiotics were found to be much greater in ground beef and milk in the Listeria monocytogenes-inoculated model than with other bacteria (P<0.05).,What is the relation between beef and Listeria?,negative
fish,Vibrio,"Therapeutic exposure reduced the abundance of fish pathogens, including Vibrio spp., kanamycin and ampicillin-resistant bacteria.",What is the relation between fish and Vibrio?,negative
rice,Bacillus pumilus,"To combat this issue, Ca + Mg (25 mg L-1) nanocomposite and Bacillus pumilus, either alone or combined, were applied to rice plants under Cd (5 mg kg-1, 10 mg kg-1) contamination.",What is the relation between rice and Bacillus pumilus?,negative
rice,Bacillus,"To combat this issue, Ca + Mg (25 mg L-1) nanocomposite and Bacillus pumilus, either alone or combined, were applied to rice plants under Cd (5 mg kg-1, 10 mg kg-1) contamination.",What is the relation between rice and Bacillus?,negative
water,Cyanobacteria,"Most of the 2-MIB produced in surface layers of the two reservoirs in summer originated from Cyanobacteria, most of the 2-MIB produced in winter and in the bottom water originated from Actinomycetes.",What is the relation between water and Cyanobacteria?,relate
chicken,Lactobacillus plantarum,"To evaluate effects of Lactobacillus plantarum (LW) supplementation on broiler chicken, we conducted comprehensive multi-omics analysis, growth performance evaluation, RT-qPCR analysis, and immunofluorescence.",What is the relation between chicken and Lactobacillus plantarum?,negative
chicken,Lactobacillus,"To evaluate effects of Lactobacillus plantarum (LW) supplementation on broiler chicken, we conducted comprehensive multi-omics analysis, growth performance evaluation, RT-qPCR analysis, and immunofluorescence.",What is the relation between chicken and Lactobacillus?,negative
water,Escherichia coli,"The experiments were performed under various conditions: i) MP particles; polypropylene (PP) and polystyrene (PS), ii) MP biofilms; Escherichia coli for single-species and river water microorganisms for multiple-species, iii) different chlorine concentrations, and iv) different chlorine exposure periods.",What is the relation between water and Escherichia coli?,relate
water,Escherichia,"The experiments were performed under various conditions: i) MP particles; polypropylene (PP) and polystyrene (PS), ii) MP biofilms; Escherichia coli for single-species and river water microorganisms for multiple-species, iii) different chlorine concentrations, and iv) different chlorine exposure periods.",What is the relation between water and Escherichia?,relate
water,Alphaproteobacteria,"Microbial communities in both trenches were dominated by Nitrososphaera and Halobacteria in archaea, and by Alphaproteobacteria and Gammaproteobacteria in bacteria, and the microbial community structure was significantly different between the water column and the benthic boundary layer.",What is the relation between water and Alphaproteobacteria?,relate
water,Gammaproteobacteria,"Microbial communities in both trenches were dominated by Nitrososphaera and Halobacteria in archaea, and by Alphaproteobacteria and Gammaproteobacteria in bacteria, and the microbial community structure was significantly different between the water column and the benthic boundary layer.",What is the relation between water and Gammaproteobacteria?,relate
water,Halobacteria,"Microbial communities in both trenches were dominated by Nitrososphaera and Halobacteria in archaea, and by Alphaproteobacteria and Gammaproteobacteria in bacteria, and the microbial community structure was significantly different between the water column and the benthic boundary layer.",What is the relation between water and Halobacteria?,relate
water,archaea,"Microbial communities in both trenches were dominated by Nitrososphaera and Halobacteria in archaea, and by Alphaproteobacteria and Gammaproteobacteria in bacteria, and the microbial community structure was significantly different between the water column and the benthic boundary layer.",What is the relation between water and archaea?,relate
rice,Rhodospirillaceae,"To assess the effects of sulfate reduction synthetic microbiomes, Comamonadaceae and Rhodospirillaceae, two families containing the genes of two key steps in the dissimilatory sulfate reduction, aprA and dsrA respectively, were isolated from wild rice rhizosphere.",What is the relation between rice and Rhodospirillaceae?,relate
rice,Comamonadaceae,"To assess the effects of sulfate reduction synthetic microbiomes, Comamonadaceae and Rhodospirillaceae, two families containing the genes of two key steps in the dissimilatory sulfate reduction, aprA and dsrA respectively, were isolated from wild rice rhizosphere.",What is the relation between rice and Comamonadaceae?,relate
water,cyanobacteria,"PSB mainly regulates AAP leaching to pore water and then diffusing across the sediment-water interface to the overlying water, producing the effect of cyanobacteria recruitment.",What is the relation between water and cyanobacteria?,positive
potato,Streptomyces,"For example, in potato production, dry conditions favour common scab (Streptomyces spp.)",What is the relation between potato and Streptomyces?,positive
Jelly,Pectobacterium,"METHODS: We used stocks of seed potatoes with varying natural levels of Pectobacterium (Jelly [high load], Jelly [low load] and Estima [Zero - no Pectobacterium]).",What is the relation between Jelly and Pectobacterium?,positive
potato,Streptomyces,"The potato root exudates also altered the relative abundance of Bacillus, Kaistobacter, and Streptomyces in the rhizosphere.",What is the relation between potato and Streptomyces?,negative
potato,Bacillus,"The potato root exudates also altered the relative abundance of Bacillus, Kaistobacter, and Streptomyces in the rhizosphere.",What is the relation between potato and Bacillus?,negative
bread,Chryseobacterium,"RESULTS: Our results showed that lung cancer tissues displayed similar microbiome profiles, including Proteobacteria, Bacteroidetes, and Actinobacteria as the dominant phyla; and Chryseobacterium, Triticum aestivum (bread wheat), and Acinetobacter as the dominant genera.",What is the relation between bread and Chryseobacterium?,relate
bread,Actinobacteria,"RESULTS: Our results showed that lung cancer tissues displayed similar microbiome profiles, including Proteobacteria, Bacteroidetes, and Actinobacteria as the dominant phyla; and Chryseobacterium, Triticum aestivum (bread wheat), and Acinetobacter as the dominant genera.",What is the relation between bread and Actinobacteria?,relate
bread,Proteobacteria,"RESULTS: Our results showed that lung cancer tissues displayed similar microbiome profiles, including Proteobacteria, Bacteroidetes, and Actinobacteria as the dominant phyla; and Chryseobacterium, Triticum aestivum (bread wheat), and Acinetobacter as the dominant genera.",What is the relation between bread and Proteobacteria?,relate
bread,Bacteroidetes,"RESULTS: Our results showed that lung cancer tissues displayed similar microbiome profiles, including Proteobacteria, Bacteroidetes, and Actinobacteria as the dominant phyla; and Chryseobacterium, Triticum aestivum (bread wheat), and Acinetobacter as the dominant genera.",What is the relation between bread and Bacteroidetes?,relate
bread,Acinetobacter,"RESULTS: Our results showed that lung cancer tissues displayed similar microbiome profiles, including Proteobacteria, Bacteroidetes, and Actinobacteria as the dominant phyla; and Chryseobacterium, Triticum aestivum (bread wheat), and Acinetobacter as the dominant genera.",What is the relation between bread and Acinetobacter?,relate
water,Nitrospira,Four MAGs of complete ammonia oxidation (comammox) Nitrospira were identified and functional metabolic analysis suggested these may enable mixotrophic growth and encode genes for reactive oxygen stress defence and arsenite reduction that could aid survival in the environment of oligotrophic drinking water systems.,What is the relation between water and Nitrospira?,relate
tomato,Bacillus amyloliquefaciens,"Our study aimed to investigate the influence of the PGPR Bacillus amyloliquefaciens on the floral traits of wild (Solanum habrochaites, Solanum pimpinellifolium and Solanum peruvianum) and cultivated tomato (Solanum lycopersicum), as well as the impact of microbially-driven changes in floral scent on the foraging behaviour of the stingless bee Melipona quadrifasciata.",What is the relation between tomato and Bacillus amyloliquefaciens?,relate
