DISEASE,MICROBE,EVIDENCE,QUESTIONS,RELATION
diabetes,Lactobacilli,"Probiotics comprise of living bacteria (e.g., Bifidobacteria species, Lactobacilli and Streptococci) that can modulate the composition of gut microbiota in an attempt to improve the health of the gastrointestinal tract, the immune system, inflammatory state and the bioavailability of micronutrients and reduce the risks of diabetes, ameliorate dyslipidemia, allergic disorders and certain cancers",What is the relationship between diabetes and Lactobacilli?,negative
diabetes,Streptococci,"Probiotics comprise of living bacteria (e.g., Bifidobacteria species, Lactobacilli and Streptococci) that can modulate the composition of gut microbiota in an attempt to improve the health of the gastrointestinal tract, the immune system, inflammatory state and the bioavailability of micronutrients and reduce the risks of diabetes, ameliorate dyslipidemia, allergic disorders and certain cancers",What is the relationship between diabetes and Streptococci?,negative
chronic kidney disease (CKD),Lactobacillus,Bacillus pasteurii and Lactobacillus sporogenes alleviated CKD progression and contributed to longer life for  fifth/sixth Sprague Dawley rats undergoing nephrectomy  [96].,What is the relationship between chronic kidney disease (CKD) and Lactobacillus?,negative
chronic kidney disease (CKD),Bacillus pasteurii,Bacillus pasteurii and Lactobacillus sporogenes alleviated CKD progression and contributed to longer life for  fifth/sixth Sprague Dawley rats undergoing nephrectomy  [96].,What is the relationship between chronic kidney disease (CKD) and Bacillus pasteurii?,negative
chronic kidney disease (CKD),Lactobacillus sporogenes,Bacillus pasteurii and Lactobacillus sporogenes alleviated CKD progression and contributed to longer life for  fifth/sixth Sprague Dawley rats undergoing nephrectomy  [96].,What is the relationship between chronic kidney disease (CKD) and Lactobacillus sporogenes?,negative
crohn's disease (CD),Bifidobacterium,"According to the available studies, the gut microbiome alterations associated with CD tend to exhibit a decreased presence of beneficial bacteria, including some anti-inflammatory Bifidobacterium species.",What is the relationship between crohn's disease (CD) and Bifidobacterium?,negative
crohn's disease (CD),Bifidobacterium,"Alterations in the microbiota associated with CD include lower abundance of beneficial bacteria within the microbiome, particularly Bifidobacterium species which are known for their anti-inflammatory and immunomodulatory properties [12 15].",What is the relationship between crohn's disease (CD) and Bifidobacterium?,positive
crohn's disease (CD),Bacteroides,"Specifically, some Bacteroides species have been described in higher aboundance in CD patients, which may contribute to the degradation of mucins and increased intestinal permeability [15,18].",What is the relationship between crohn's disease (CD) and Bacteroides?,positive
crohn's disease (CD),Escherichia coli,"Similarly, some studies reported an increased prevalence of Escherichia coli in patients with CD both active and in remission compared with healthy controls [15,18] as well as a higher abundance of specific Staphylococcus species [15,19].",What is the relationship between crohn's disease (CD) and Escherichia coli?,positive
crohn's disease (CD),Staphylococcus,"Similarly, some studies reported an increased prevalence of Escherichia coli in patients with CD both active and in remission compared with healthy controls [15,18] as well as a higher abundance of specific Staphylococcus species [15,19].",What is the relationship between crohn's disease (CD) and Staphylococcus?,positive
crohn's disease (CD),Escherichia,"Similarly, some studies reported an increased prevalence of Escherichia coli in patients with CD both active and in remission compared with healthy controls [15,18] as well as a higher abundance of specific Staphylococcus species [15,19].",What is the relationship between crohn's disease (CD) and Escherichia?,positive
crohn's disease (CD),Bacteroides,"Similarly, other studies also reported a different gut microbiota composition (i.e., prevalence of Bacteroides species associated with intestinal inflammation) in high risk infants for the developmentof CD [26,27].",What is the relationship between crohn's disease (CD) and Bacteroides?,positive
crohn's disease (CD),Streptococcus,"In details, the genetic risk to develop CD has been reported to be associated with a decreased abundance of several species of Streptococcus and Coprococcus at 4 6 months of age compared to those lacking genetic compatibility.",What is the relationship between crohn's disease (CD) and Streptococcus?,negative
crohn's disease (CD),Coprococcus,"In details, the genetic risk to develop CD has been reported to be associated with a decreased abundance of several species of Streptococcus and Coprococcus at 4 6 months of age compared to those lacking genetic compatibility.",What is the relationship between crohn's disease (CD) and Coprococcus?,negative
crohn's disease (CD),Bifidobacterium,"The authors also reported that standard and high genetic risk for CD occurrence are associated with increased Bacteroides and Enterococcus species compared to no genetic risk, which is in line with previous data [25,27]; conversely, an association between genetic risk and an elevated amount of Bifidobacterium or Proteobacteria, already reported [25,27] was not found.",What is the relationship between crohn's disease (CD) and Bifidobacterium?,NA
crohn's disease (CD),Proteobacteria,"The authors also reported that standard and high genetic risk for CD occurrence are associated with increased Bacteroides and Enterococcus species compared to no genetic risk, which is in line with previous data [25,27]; conversely, an association between genetic risk and an elevated amount of Bifidobacterium or Proteobacteria, already reported [25,27] was not found.",What is the relationship between crohn's disease (CD) and Proteobacteria?,NA
crohn's disease (CD),Enterococcus,"The authors also reported that standard and high genetic risk for CD occurrence are associated with increased Bacteroides and Enterococcus species compared to no genetic risk, which is in line with previous data [25,27]; conversely, an association between genetic risk and an elevated amount of Bifidobacterium or Proteobacteria, already reported [25,27] was not found.",What is the relationship between crohn's disease (CD) and Enterococcus?,positive
crohn's disease (CD),Bacteroides,"The authors also reported that standard and high genetic risk for CD occurrence are associated with increased Bacteroides and Enterococcus species compared to no genetic risk, which is in line with previous data [25,27]; conversely, an association between genetic risk and an elevated amount of Bifidobacterium or Proteobacteria, already reported [25,27] was not found.",What is the relationship between crohn's disease (CD) and Bacteroides?,positive
crohn's disease (CD),Bifidobacterium breve,"According to a recent prospective study [28], including 31 infants with a first-degree relative with CD, any amount of milk formula (in both children fed exclusively on formula or in combination with breastmilk) was reported to be correlated with a decreased amount of Bifidobacterium breve, whereas exclusively formula fed infants demonstrated an increased amount of Bifidobacteirum adolescentis, Ruminococcus gnavus and Lachnospiraceae, being the latter associated to allergic disease in infants and increased intestinal inflammation [47].",What is the relationship between crohn's disease (CD) and Bifidobacterium breve?,negative
crohn's disease (CD),Ruminococcus gnavus,"According to a recent prospective study [28], including 31 infants with a first-degree relative with CD, any amount of milk formula (in both children fed exclusively on formula or in combination with breastmilk) was reported to be correlated with a decreased amount of Bifidobacterium breve, whereas exclusively formula fed infants demonstrated an increased amount of Bifidobacteirum adolescentis, Ruminococcus gnavus and Lachnospiraceae, being the latter associated to allergic disease in infants and increased intestinal inflammation [47].",What is the relationship between crohn's disease (CD) and Ruminococcus gnavus?,positive
crohn's disease (CD),Lachnospiraceae,"According to a recent prospective study [28], including 31 infants with a first-degree relative with CD, any amount of milk formula (in both children fed exclusively on formula or in combination with breastmilk) was reported to be correlated with a decreased amount of Bifidobacterium breve, whereas exclusively formula fed infants demonstrated an increased amount of Bifidobacteirum adolescentis, Ruminococcus gnavus and Lachnospiraceae, being the latter associated to allergic disease in infants and increased intestinal inflammation [47].",What is the relationship between crohn's disease (CD) and Lachnospiraceae?,positive
crohn's disease (CD),Bifidobacterium breve,"According to a recent prospective study [28], including 31 infants with a first-degree relative with CD, any amount of milk formula (in both children fed exclusively on formula or in combination with breastmilk) was reported to be correlated with a decreased amount of Bifidobacterium breve, whereas exclusively formula fed infants demonstrated an increased amount of Bifidobacteirum adolescentis, Ruminococcus gnavus and Lachnospiraceae, being the latter associated to allergic disease in infants and increased intestinal inflammation [47].",What is the relationship between crohn's disease (CD) and Bifidobacterium breve?,negative
crohn's disease (CD),Bifidobacteirum adolescentis,"According to a recent prospective study [28], including 31 infants with a first-degree relative with CD, any amount of milk formula (in both children fed exclusively on formula or in combination with breastmilk) was reported to be correlated with a decreased amount of Bifidobacterium breve, whereas exclusively formula fed infants demonstrated an increased amount of Bifidobacteirum adolescentis, Ruminococcus gnavus and Lachnospiraceae, being the latter associated to allergic disease in infants and increased intestinal inflammation [47].",What is the relationship between crohn's disease (CD) and Bifidobacteirum adolescentis?,positive
